Rxnorm	description
1050490	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Roxicet]
1050495	acetaminophen 500 MG / oxycodone hydrochloride 5 MG [Roxicet]
1050496	acetaminophen 500 MG / oxycodone hydrochloride 5 MG Oral Tablet [Roxicet]
1052519	acetaminophen 64 MG/ML / dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1053602	dextromethorphan / pseudoephedrine / triprolidine Oral Suspension
1053607	guaifenesin 42.2 MG/ML
1053646	fentanyl Sublingual Tablet
1053647	fentanyl 0.1 MG Sublingual Tablet
1053648	Abstral
1053649	fentanyl 0.1 MG [Abstral]
1053650	fentanyl Sublingual Tablet [Abstral]
1053651	fentanyl 0.1 MG Sublingual Tablet [Abstral]
1053652	fentanyl 0.2 MG Sublingual Tablet
1053653	fentanyl 0.2 MG [Abstral]
1053654	fentanyl 0.2 MG Sublingual Tablet [Abstral]
1053655	fentanyl 0.3 MG Sublingual Tablet
1053656	fentanyl 0.3 MG [Abstral]
1053657	fentanyl 0.3 MG Sublingual Tablet [Abstral]
1053658	fentanyl 0.4 MG Sublingual Tablet
1053659	fentanyl 0.4 MG [Abstral]
1053660	fentanyl 0.4 MG Sublingual Tablet [Abstral]
1053661	fentanyl 0.6 MG Sublingual Tablet
1053662	fentanyl 0.6 MG [Abstral]
1053663	fentanyl 0.6 MG Sublingual Tablet [Abstral]
1053664	fentanyl 0.8 MG Sublingual Tablet
1053665	fentanyl 0.8 MG [Abstral]
1053666	fentanyl 0.8 MG Sublingual Tablet [Abstral]
1053718	chlophedianol / guaifenesin Oral Tablet
1053719	chlophedianol / guaifenesin
1053720	chlophedianol hydrochloride 25 MG / guaifenesin 400 MG Oral Tablet
1053722	chlophedianol hydrochloride 25 MG / guaifenesin 400 MG [Certuss Cough]
1053724	Certuss Cough (chlophedianol hydrochloride 25 MG / guaifenesin 400 MG) Oral Tablet
1053741	CERTUSS-D 25mg-400mg-60mg Tablet
1085616	codeine phosphate 4 MG/ML / guaifenesin 40 MG/ML [Allfen CDX]
1085617	codeine / guaifenesin Oral Solution [Allfen CDX]
1085618	Allfen CDX (codeine phosphate 20 MG / guaifenesin 200 MG) per 5 ML Oral Solution
1086002	guaifenesin 40 MG/ML [Diabetic Tussin Mucus Relief]
1086004	Diabetic Tussin Mucus Relief 40 MG/ML Oral Solution
1086310	24 HR Avinza 75 MG Extended Release Oral Capsule
1086631	Pluratuss
1086633	brompheniramine / codeine / phenylephrine Oral Solution [Pluratuss]
1086634	brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hyd
1086863	guaifenesin 200 MG [Refenesen]
1086865	Guaifenesin 200 MG Oral Tablet [REFENESEN MAXIMUM STRENGTH]
1086866	guaifenesin 400 MG [Refenesen]
1086867	Guaifenesin 400 MG Oral Tablet [REFENESEN 400]
1086923	Relcof C
1086924	codeine phosphate 1.26 MG/ML / guaifenesin 20 MG/ML [Relcof C]
1086925	codeine / guaifenesin Oral Solution [Relcof C]
1086926	codeine phosphate 1.26 MG/ML / guaifenesin 20 MG/ML Oral Solution [Relcof C]
1087389	12 HR chlorpheniramine polistirex 4 MG / hydrocodone polistirex 5 MG Extended Rel
1087427	12 HR chlorpheniramine polistirex 8 MG / hydrocodone polistire
1087459	12 HR chlorpheniramine polistirex 1.6 MG/ML / hydrocodone poli
1087462	chlorpheniramine / hydrocodone Extended Release Suspension [Tu
1087463	12 HR chlorpheniramine polistirex 1.6 MG/ML / hydrocodone poli
1087465	chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex 2 MG/ML Extended R
1088735	Despec-PDC
1088737	chlorpheniramine / dihydrocodeine / phenylephrine Oral Solution [Despec-PDC]
1088862	acetaminophen 500 MG / dextromethorphan HBr 20 MG / guaiFENesin 200 MG / pseudoephedrine HCl 60 MG Oral Tablet
1088951	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088952	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088953	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088963	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088964	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088965	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088968	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088969	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088970	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088975	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088976	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1088977	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089021	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089022	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089023	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089025	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089026	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089027	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089028	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089029	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089030	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1089041	dexbrompheniramine / dextromethorphan / guaifenesin / phenylephrine Oral Solution
1089042	dexbrompheniramine / dextromethorphan / guaifenesin / phenylephrine
1089055	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine
1089056	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine
1089057	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine
1089058	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine
1089059	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine
1089060	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine
1089061	codeine phosphate 10 MG / guaiFENesin 400 MG / pseudoephedrine HCl 40 MG Oral Tab
1089062	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 40 M
1089063	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 40 M
1089070	codeine phosphate 10 MG / guaiFENesin 400 MG / pseudoephedrine HCl 60 MG Oral Tab
1089071	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 M
1089072	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 M
1089775	Altarussin PE Syrup
1090468	"Dayquil Liquicaps (obsolete), 10 mg-200 mg-30 mg oral capsule"
1090482	Equaline Maximum Strength Non-Drying Sinus Liquid Capsule
1090623	AMBI 40PSE/400GFN Tablet
1090812	tramadol hydrochloride 300 MG Extended Release Oral Capsule
1091431	carbetapentane citrate 1.5 MG / guaifenesin 40 MG/ML Oral Suspension
1091432	carbetapentane citrate 1.5 MG / guaifenesin 40 MG/ML [Respi-Tann G]
1091434	carbetapentane citrate 1.5 MG / guaifenesin 40 MG/ML Oral Suspension [Respi-Tann G]
1091881	Entex LQ 10mg-100mg/5ml Liquid
1094002	guaifenesin 190 MG
1094403	triprolidine hydrochloride 0.5 MG/ML
1094404	chlophedianol / triprolidine Oral Solution
1094405	chlophedianol / triprolidine
1094406	chlophedianol hydrochloride 25 MG / triprolidine hydrochloride 2.5 MG per 5 ML Oral Solution
1094408	chlophedianol hydrochloride 5 MG/ML / triprolidine hydrochloride 0.5 MG/ML [Prohist CF]
1094410	chlophedianol hydrochloride 5 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution [Prohist CF]
1094433	phenylephrine / triprolidine Oral Solution
1094434	Doctor Manzanilla PE 10mg-2.5mg/5mL Syrup (Bubble Gum)
1094436	phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML [Prohist LQ]
1094438	phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution [Prohist LQ]
1094499	chlophedianol / phenylephrine / triprolidine Oral Solution
1094500	chlophedianol / phenylephrine / triprolidine
1094501	chlophedianol hydrochloride 25 MG/ML / phenylephrine hydrochloride 10 MG / triprolidine hydrochloride 2.5 MG per 5 ML Oral Solution
1095413	chlophedianol / guaifenesin Oral Solution
1095616	chlophedianol hydrochloride 5 MG/ML / phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML [Prohist CD]
1095618	chlophedianol hydrochloride 5 MG/ML / phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution [Prohist CD]
1098227	Actinel Cough 15mg-200mg-30mg/5mL Solution
1098647	CVS Tussin CF Cough and Cold 20mg-400mg-10mg/10mL Solution
1098691	chlophedianol HCl 25 MG / guaiFENesin 200 MG in 5 mL Oral Solution
1098697	chlophedianol hydrochloride 5 MG/ML / guaifenesin 40 MG/ML [VanaCof G]
1098699	chlophedianol hydrochloride 5 MG/ML / guaifenesin 40 MG/ML Oral Solution [VanaCof G]
1098754	chlophedianol / pseudoephedrine / triprolidine Oral Solution
1098755	chlophedianol / pseudoephedrine / triprolidine
1098888	guaifenesin 398 MG
1098893	brompheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / guaifenesin 40 MG
1098896	brompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / guaifenesin 40 MG/ML Oral Solution
1098906	brompheniramine maleate 0.4 MG/ML / guaifenesin 40 MG/ML / hydrocodone bitartrate
1099022	guaifenesin 20 MG/ML [Cough Out]
1099024	Cough Out 100 MG in 5 mL Oral Solution
1099085	"Altarussin CF, 10 mg-100 mg-30 mg/5 mL oral liquid"
1099445	triprolidine hydrochloride 2.5 MG
1099627	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.5 MG/ML / phenylephrine
1099629	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.5 MG/ML / phenylephrine
1099630	chlorpheniramine / codeine / phenylephrine Oral Solution [Endal Cough]
1099631	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.5 MG/ML / phenylephrine
1099642	triprolidine hydrochloride 1.25 MG
1099652	triprolidine hydrochloride 0.938 MG/ML
1099654	hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / tripro
1099675	triprolidine hydrochloride 12 MG
1099698	triprolidine hydrochloride 5 MG
1099706	CODEINE 10MG/GG 100MG/PSEUDEFED 30MG/TRIPROLIDINE 1.25MG/5ML LIQ
1099707	triprolidine hydrochloride 0.4 MG/ML
1099708	CODEINE 10MG/GG 100MG/PSEUDEFED 30MG/TRIPROLIDINE 2MG/5ML LIQ
1099709	CODEINE 10MG/PSEUDEFED 30MG/TRIPROLIDINE 2MG/5ML SYRUP
1099710	triprolidine hydrochloride 4 MG
1099711	codeine phosphate 20 MG / pseudoephedrine HCl 60 MG / triprolidine HCl 4 MG Oral
1099713	triprolidine hydrochloride 0.125 MG/ML
1099716	pseudoephedrine hydrochloride 12 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution
1099717	triprolidine hydrochloride 0.02 MG/ML
1099721	triprolidine hydrochloride 12.5 MG
1099727	Triprolidine Tannate
1099728	triprolidine tannate 0.5 MG/ML
1099733	triprolidine hydrochloride 10 MG
1099736	triprolidine hydrochloride 2 MG/ML
1099745	hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / tripro
1099746	hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / tripro
1101738	carbetapentane citrate 30 MG / guaifenesin 200 MG / phenylephrine hydrochloride 8 MG per 5 ML Oral Solution
1101947	carbetapentane citrate 0.4 % / guaiFENesin 2 % / phenylephrine hydrochloride 0.2 % Oral Solution
1101951	carbetapentane citrate 4 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML [Carbatuss Syrup]
1101952	Carbatuss 20mg-100mg-10mg/5ml Syrup
1110389	carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrin
1110390	carbinoxamine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine
1110391	carbinoxamine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine
1110392	carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine
1110413	oxycodone hydrochloride 20 MG/ML [Oxydose]
1110433	oxycodone hydrochloride 5 MG [Oxynorm]
1110436	oxycodone hydrochloride 5 MG [Oxyrapid]
1110473	oxycodone hydrochloride 5 MG [M-Oxy]
1110483	acetaminophen 500 MG / oxycodone hydrochloride 5 MG [Roxilox]
1110988	acetaminophen 325 MG / dextromethorphan HBr 10 MG / guaiFENesin 200 MG / phenylephrine HCl 5 MG Oral Tablet
1111663	"Alka-Seltzer Plus Max Cough, Mucus & Congestion Liquid Gel Capsule"
1112203	guaifenesin 20 MG/ML [Rompe Pecho]
1112205	GUAIFENESIN 100 mg in 5 mL ORAL LIQUID [Rompe Pecho EX]
1112220	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1
1112222	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephed
1112223	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Zutripro]
1112224	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephed
1113048	chlorcycli/pseudoephed/codeine 9.375 mg-30 mg-10 mg/5 mL ORAL LIQUID (ML)
1113049	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML / pseudoephed
1113050	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML / pseudoephed
1113051	chlorcyclizine HCl/codeine ph 9.375 mg-10 mg/5 mL ORAL LIQUID (ML)
1113052	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML [Notuss-NX]
1113053	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML Oral Solution
1113062	Chlorcycliz/Phenyleph/Codeine 25 mg-10 mg-10 mg/5 mL ORAL LIQUID (ML)
1113063	chlorcyclizine hydrochloride 5 MG/ML / codeine phosphate 2 MG/ML / phenylephrine
1113064	chlorcyclizine hydrochloride 5 MG/ML / codeine phosphate 2 MG/ML / phenylephrine
1113310	Oxecta
1113311	oxycodone hydrochloride 5 MG [Oxecta]
1113312	oxycodone Oral Tablet [Oxecta]
1113313	Oxecta 5 MG Oral Tablet
1113314	oxycodone hydrochloride 7.5 MG Oral Tablet
1113315	oxycodone hydrochloride 7.5 MG [Oxecta]
1113316	Oxecta 7.5 MG Oral Tablet
1113389	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hy
1113390	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hy
1113391	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hy
1113392	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hy
1113417	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML
1113418	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113419	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113420	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113421	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113422	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113423	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113424	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113425	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113426	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113427	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113428	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113429	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113430	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113431	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113436	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113437	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113439	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113440	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113441	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113442	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine
1113997	codeine phosphate 1.6 MG/ML
1113998	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML Oral Solution
1113999	Codar AR
1114000	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML [Codar AR]
1114001	chlorpheniramine / codeine Oral Solution [Codar AR]
1114002	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML Oral Solution [C
1114003	chlorphen/pseudoephed/codeine 2 mg-30 mg-8 mg/5 mL ORAL LIQUID (ML)
1114026	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML Oral Soluti
1114027	Codar GF
1114028	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML [Codar GF]
1114029	codeine / guaifenesin Oral Solution [Codar GF]
1114030	Codar GF (codeine phosphate 8 MG / guaifenesin 200 MG) per 5 ML Oral Solution
1114110	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochlorid
1114334	Detussin 5mg-60mg/5ml Solution
1114335	Rezira
1114336	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML [Rezira]
1114337	hydrocodone / pseudoephedrine Oral Solution [Rezira]
1114338	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solu
1114878	codeine phosphate 1.6 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1114891	"Benylin Multi-Symptom Cough, 5 mg-100 mg-15 mg/5 mL oral liquid"
1114896	"Desgen DM (Pseudoephedrine), 10 mg-200 mg-30 mg oral tablet"
1115301	guaifenesin 0.0847 MG/MG
1115303	guaifenesin / pyrilamine Oral Granules
1115544	fentanyl 0.1 MG/ACTUAT
1115547	Lazanda
1115548	fentanyl 0.1 MG/ACTUAT [Lazanda]
1115573	fentanyl 0.1 MG/ACTUAT Metered Dose Nasal Spray
1115575	fentanyl 0.1 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]
1115576	fentanyl 0.4 MG/ACTUAT
1115577	fentanyl 0.4 MG/ACTUAT Metered Dose Nasal Spray
1115578	fentanyl 0.4 MG/ACTUAT [Lazanda]
1115579	fentanyl 0.4 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]
1115760	codeine phosphate 1.8 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochlorid
1115762	codeine phosphate 1.8 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochlorid
1115763	codeine / guaifenesin / pseudoephedrine Oral Solution [Z-Tuss E]
1115764	codeine phosphate 1.8 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochlorid
1115831	EPHEDRINE 6.25/GG 100MG/5ML SYRUP
1115832	ephedrine hydrochloride 1.25 MG/ML / guaifenesin 20 MG/ML [Broncholate]
1115833	Broncholate (ephedrine hydrochloride 6.25 MG / guaifenesin 100 MG) per 5 ML Oral Solution
1115966	codeine HCl
1115967	codeine hydrochloride 1.5 MG/ML
1115970	codeine hydrochloride 10 MG
1115976	dyphylline 10 MG/ML / ephedrine hydrochloride 1.6 MG/ML / guaifenesin 20 MG/ML / phenobarbital 1.6 MG/ML Oral Solution
1115978	dyphylline 100 MG / ephedrine hydrochloride 16 MG / guaifenesin 200 MG / phenobarbital 16 MG Oral Tablet
1115990	EPHEDRINE 12.5/GUAIFENESIN 200MG CAP
1115991	CVS Bronchial Asthma Relief 12.5mg-200mg Tablet
1116090	"Bronkotuss, 4 mg-8.2 mg-100 mg/5 mL oral liquid"
1116102	ephedrine hydrochloride 12.5 MG / guaifenesin 200 MG Oral Tablet [Primatene with ephedrine & guaifenesin]
1116103	dyphylline 10 MG/ML / ephedrine hydrochloride 1.6 MG/ML / guaifenesin 20 MG/ML / phenobarbital 1.6 MG/ML [Lufyllin-EPG]
1116104	dyphylline 10 MG/ML / ephedrine hydrochloride 1.6 MG/ML / guaifenesin 20 MG/ML / phenobarbital 1.6 MG/ML Oral Solution [Lufyllin-EPG]
1116112	dyphylline 100 MG / ephedrine hydrochloride 16 MG / guaifenesin 200 MG / phenobarbital 16 MG [Lufyllin-EPG]
1116113	dyphylline 100 MG / ephedrine hydrochloride 16 MG / guaifenesin 200 MG / phenobarbital 16 MG Oral Tablet [Lufyllin-EPG]
1116141	ephedrine sulfate 25 MG / guaifenesin 200 MG Oral Tablet
1116142	ephedrine sulfate 25 MG / guaifenesin 200 MG [Bronkaid]
1116143	Bronkaid (ephedrine sulfate 25 MG / guaifenesin 200 MG) Oral Tablet
1116145	ePHEDrine HCl 25 MG / guaiFENesin 200 MG Oral Tablet
1116146	EPHEDRINE 25MG/GUAIFENESIN 400MG TAB UD
1116147	ephedrine sulfate 25 MG / guaifenesin 400 MG [Bronkaid]
1116148	Bronkaid (ephedrine sulfate 25 MG / guaifenesin 400 MG) Oral Tablet
1116264	ephedrine sulfate 24 MG / guaifenesin 400 MG / theophylline 100 MG Oral Tablet
1116568	Acetaminophen 32.5 mg in 1 mL / Guaifenesin 20 mg in 1 mL / PHENYLEPHRINE HYDROCHLORIDE 0.5 mg in 1 mL ORAL SYRUP [Tukol Max Action Sinus Liqu
1116572	Acetaminophen 32.5 mg in 1 mL / Dextromethorphan Hydrobromide 1.0 mg in 1 mL / Guaifenesin 20.0 mg in 1 mL / PHENYLEPHRINE HYDROCHLORIDE 0.5 m
